customer_id,acquisition_campaign_id,acquisition_channel,first_purchase_value,repeat_purchase_count,total_ltv
1630,77,OOH,656,5,4591
1631,14,Trade-Promo,884,6,3008
1632,73,Digital-Search,865,10,3015
1633,58,Digital-Social,169,8,3441
1634,76,In-store,701,9,7991
1635,68,Digital-Search,915,0,915
1636,24,Digital-Search,979,12,5059
1637,46,Digital-Social,248,3,2714
1638,48,Digital-Search,397,12,6049
1639,16,TV,752,11,2523
1640,92,Digital-Search,537,7,5654
1641,42,Digital-Social,1250,1,1794
1642,37,Trade-Promo,534,8,3510
1643,14,Trade-Promo,669,11,9161
1644,86,TV,1275,10,7085
1645,88,In-store,750,5,2510
1646,26,TV,1111,7,2490
1647,36,In-store,344,1,957
1648,22,Trade-Promo,769,9,5647
1649,31,Trade-Promo,143,4,815
1650,83,Trade-Promo,109,7,3196
1651,17,In-store,175,8,5695
1652,6,Digital-Search,1420,0,1420
1653,61,TV,950,11,5988
1654,36,Digital-Search,808,6,2194
1655,72,Digital-Search,1111,9,2893
1656,51,Digital-Search,1030,7,6672
1657,16,Digital-Search,1365,1,1544
1658,29,TV,121,2,635
1659,42,OOH,992,3,1964
1660,12,Digital-Social,855,8,2095
1661,89,TV,631,12,2959
1662,15,TV,723,1,1143
1663,43,OOH,1354,12,7810
1664,35,OOH,448,2,1942
1665,59,TV,358,5,1863
1666,97,Trade-Promo,946,10,7016
1667,86,TV,1168,8,4336
1668,74,In-store,1454,7,4513
1669,42,OOH,1088,3,1820
1670,34,Digital-Search,269,5,3874
1671,32,OOH,1425,11,5385
1672,89,TV,253,7,1730
1673,28,TV,1473,3,3360
1674,50,Digital-Social,1098,1,1596
1675,27,Trade-Promo,1180,8,4940
1676,98,Digital-Search,1029,10,4099
1677,65,TV,366,3,1932
1678,50,In-store,1370,8,4226
1679,100,In-store,484,1,918
1680,55,Digital-Social,729,9,8046
1681,14,Digital-Social,1044,1,1306
1682,31,TV,1043,2,1889
1683,4,In-store,1455,8,6359
1684,46,Digital-Search,342,8,2230
1685,46,In-store,534,2,1646
1686,65,In-store,1140,5,2160
1687,57,Digital-Search,857,1,1057
1688,84,In-store,965,3,2318
1689,25,In-store,461,9,4349
1690,68,Trade-Promo,1110,8,5854
1691,14,OOH,202,10,4242
1692,15,Digital-Social,335,0,335
1693,74,Digital-Search,588,1,1282
1694,13,Digital-Search,563,9,8357
1695,92,In-store,902,6,2420
1696,29,OOH,649,7,3169
1697,22,Digital-Social,811,10,5251
1698,91,Trade-Promo,689,11,2372
1699,13,Digital-Social,1130,11,9787
1700,62,OOH,725,11,5059
1701,22,Digital-Search,1495,1,1815
1702,24,Digital-Search,1032,2,1358
1703,86,In-store,976,5,1831
1704,23,Digital-Search,257,2,1947
1705,98,TV,1316,5,4491
1706,75,TV,1100,3,2999
1707,15,TV,135,9,7749
1708,38,Digital-Social,1175,8,3743
1709,97,Digital-Social,292,1,753
1710,95,Digital-Search,1026,7,4589
1711,70,Digital-Search,1458,7,4321
1712,47,In-store,127,5,2417
1713,91,Digital-Search,1160,12,11108
1714,77,In-store,330,4,3738
1715,67,OOH,1410,0,1410
1716,53,Digital-Social,1450,2,2480
1717,64,TV,600,9,8358
1718,56,Digital-Search,522,11,3173
1719,25,In-store,1408,1,1838
1720,81,OOH,1215,7,6038
1721,23,Digital-Search,1490,5,3935
1722,51,Trade-Promo,954,4,2818
1723,25,TV,1286,8,8230
1724,44,Trade-Promo,351,6,4041
1725,73,Digital-Search,690,1,848
1726,64,OOH,401,7,6330
1727,20,Trade-Promo,693,9,7182
1728,86,Digital-Social,721,7,3836
1729,9,Digital-Search,131,7,1468
1730,28,Digital-Search,1314,1,1518
1731,63,Digital-Search,110,6,3170
1732,85,TV,202,4,1366
1733,45,Digital-Search,1128,10,8368
1734,20,TV,654,2,2454
1735,26,In-store,1298,1,1745
1736,29,TV,1069,5,3089
1737,87,OOH,891,6,4239
1738,13,Digital-Search,718,9,4930
1739,23,Trade-Promo,992,10,5792
1740,75,Digital-Social,1499,12,5747
1741,33,Digital-Social,952,8,3784
1742,39,Digital-Search,275,4,3195
1743,81,In-store,1217,2,2285
1744,56,TV,383,8,5199
1745,89,Digital-Search,1131,10,9921
1746,46,In-store,825,6,4587
1747,54,In-store,1044,0,1044
1748,4,In-store,281,12,3797
1749,79,Digital-Search,596,9,6662
1750,48,Digital-Social,1371,8,7203
1751,38,TV,904,2,2028
1752,86,TV,1047,12,9207
1753,59,TV,273,0,273
1754,84,TV,782,9,3023
1755,38,Trade-Promo,1086,11,6465
1756,8,TV,1297,10,8027
1757,95,OOH,208,11,4157
1758,67,Digital-Social,1251,11,8478
1759,18,Digital-Social,1483,10,4563
1760,39,OOH,736,11,2452
1761,63,Trade-Promo,511,1,729
1762,1,Digital-Social,1336,1,2018
1763,13,Digital-Social,518,1,1153
1764,4,Trade-Promo,1008,6,2244
1765,16,Digital-Search,928,7,3294
1766,31,Trade-Promo,633,9,8256
1767,57,OOH,1363,1,1955
1768,19,OOH,144,2,734
1769,96,OOH,592,2,1938
1770,95,OOH,1219,3,3130
1771,62,Digital-Search,692,10,3212
1772,76,In-store,852,10,5162
1773,51,In-store,319,7,4351
1774,55,Digital-Social,157,4,2629
1775,16,Trade-Promo,897,0,897
1776,39,TV,1421,10,9641
1777,80,In-store,187,5,1647
1778,60,OOH,1038,4,1674
1779,21,Digital-Search,1125,8,4045
1780,45,OOH,1175,6,5225
1781,9,Digital-Social,1443,2,2463
1782,84,OOH,1253,5,4353
1783,92,Digital-Social,670,12,10558
1784,39,In-store,239,10,6689
1785,49,In-store,1340,10,4680
1786,74,OOH,1138,12,11026
1787,68,Digital-Search,365,11,5656
1788,76,Trade-Promo,812,9,7850
1789,52,TV,192,0,192
1790,21,Digital-Social,297,10,2877
1791,64,OOH,1075,5,3010
1792,99,OOH,584,1,912
1793,94,In-store,960,1,1173
1794,79,Digital-Search,334,0,334
1795,57,Digital-Search,1342,10,3142
1796,23,Digital-Search,320,11,7030
1797,49,Digital-Social,1405,9,7876
1798,26,Digital-Social,617,7,4803
1799,87,Digital-Search,561,3,1506
1800,56,Trade-Promo,493,1,1239
1801,4,OOH,1469,1,1827
1802,5,Digital-Social,110,5,2945
1803,73,Trade-Promo,247,5,1942
1804,88,OOH,1415,8,6679
1805,25,Digital-Social,1268,7,5902
1806,46,Digital-Search,1366,8,3694
1807,9,In-store,975,10,6325
1808,10,Trade-Promo,260,2,1618
1809,39,TV,341,7,3043
1810,7,Trade-Promo,1207,5,2072
1811,29,Digital-Search,614,6,5834
1812,46,TV,423,4,1327
1813,69,Trade-Promo,594,8,6794
1814,65,Digital-Search,917,9,2789
1815,70,OOH,327,9,6015
1816,34,OOH,161,0,161
1817,54,Digital-Search,510,5,1560
1818,18,Digital-Social,1220,11,6577
1819,97,OOH,227,3,2192
1820,10,Trade-Promo,1349,11,3395
1821,45,TV,952,9,7945
1822,11,Trade-Promo,1080,2,1934
1823,93,TV,313,0,313
1824,65,Digital-Social,1431,5,4386
1825,62,Digital-Search,566,0,566
1826,4,Digital-Social,1194,9,6036
1827,88,OOH,137,8,5281
1828,7,In-store,872,11,3930
1829,56,OOH,974,8,3302
1830,15,In-store,341,9,5075
1831,46,Digital-Social,802,6,2056
1832,31,Digital-Social,288,9,1728
1833,30,In-store,1198,9,2962
1834,2,OOH,611,0,611
1835,8,Digital-Social,998,2,1876
1836,6,Digital-Search,816,9,8196
1837,32,Digital-Search,365,9,5378
1838,62,OOH,350,10,2630
1839,10,Digital-Search,1213,3,3181
1840,91,OOH,831,3,2643
1841,92,Digital-Search,851,12,9419
1842,38,OOH,600,8,3984
1843,41,OOH,1208,8,3256
1844,7,Digital-Search,941,11,9587
1845,63,Digital-Search,260,3,1130
1846,67,Digital-Social,724,11,8600
1847,27,TV,862,11,4107
1848,5,Digital-Social,1001,10,7141
1849,15,TV,1121,0,1121
1850,36,Trade-Promo,886,4,1830
1851,8,Digital-Search,1348,6,5290
1852,3,In-store,887,7,2252
1853,29,Digital-Social,876,2,2526
1854,56,Trade-Promo,207,10,4827
1855,5,Trade-Promo,812,0,812
1856,97,Digital-Search,637,12,9697
1857,28,TV,798,11,9444
1858,56,In-store,216,12,3348
1859,71,In-store,1488,4,4276
1860,60,In-store,1272,11,9313
1861,99,Trade-Promo,632,2,1712
1862,60,OOH,587,2,917
1863,36,OOH,661,1,1066
1864,99,Trade-Promo,705,5,4375
1865,51,TV,1360,4,3440
1866,35,OOH,613,12,10429
1867,99,Trade-Promo,125,1,589
1868,73,OOH,757,4,2089
1869,57,In-store,135,7,1248
1870,60,TV,834,7,6455
1871,72,Digital-Social,936,0,936
1872,11,Digital-Search,1349,8,5117
1873,9,In-store,468,4,2196
1874,34,In-store,360,3,2745
1875,23,Digital-Social,1365,10,3365
1876,30,TV,1440,0,1440
1877,88,Trade-Promo,1001,9,5267
1878,6,Trade-Promo,566,0,566
1879,34,Digital-Search,133,10,5243
1880,70,OOH,191,9,3701
1881,45,TV,258,8,5090
1882,15,Trade-Promo,258,3,1332
1883,42,Trade-Promo,860,10,6610
1884,10,OOH,973,4,2157
1885,4,Digital-Search,1343,12,7559
1886,43,In-store,1435,5,4590
1887,38,Trade-Promo,163,2,1217
1888,6,Digital-Search,407,9,1991
1889,14,Trade-Promo,533,12,6173
1890,66,OOH,1140,12,10080
1891,92,Digital-Search,540,6,5016
1892,5,OOH,407,6,5291
1893,11,TV,559,9,6544
1894,74,OOH,1222,11,7580
1895,69,OOH,348,8,1964
1896,78,In-store,1450,8,6906
1897,57,Digital-Search,651,3,2868
1898,38,Digital-Social,773,3,2333
1899,30,In-store,744,11,3692
1900,89,Digital-Social,1011,11,7270
1901,47,TV,820,8,6156
1902,10,Digital-Search,1438,7,6821
1903,30,In-store,957,3,3156
1904,17,Trade-Promo,601,12,7405
1905,87,Trade-Promo,1463,2,3003
1906,34,Digital-Search,799,5,2149
1907,11,In-store,962,8,3370
1908,74,In-store,1395,12,5619
1909,24,In-store,131,2,677
1910,54,Digital-Search,1235,11,8176
1911,96,TV,358,0,358
1912,4,OOH,441,1,726
1913,66,Trade-Promo,894,6,3966
1914,17,In-store,1240,3,3877
1915,38,TV,789,5,4564
1916,78,Trade-Promo,320,11,2476
1917,10,OOH,826,7,4802
1918,81,In-store,992,4,3544
1919,90,Digital-Social,475,11,8758
1920,66,TV,411,0,411
1921,76,Digital-Search,1480,10,7620
1922,49,Digital-Search,998,2,2338
1923,93,Trade-Promo,672,12,3660
1924,30,Digital-Search,1110,5,2105
1925,73,Trade-Promo,1175,9,7205
1926,55,Digital-Search,761,6,3617
1927,97,Digital-Social,393,0,393
1928,27,In-store,1163,4,4115
1929,79,Digital-Search,303,5,2508
1930,22,TV,689,4,3281
1931,57,Digital-Social,446,4,2106
1932,78,TV,574,10,4924
1933,19,TV,523,8,5883
1934,97,Digital-Social,156,9,1866
1935,70,Trade-Promo,499,0,499
1936,4,Digital-Search,516,4,3452
1937,55,OOH,1011,8,3243
1938,59,Digital-Search,324,11,9927
1939,16,In-store,985,7,3918
1940,12,Digital-Social,670,11,9844
1941,15,Digital-Search,261,11,4408
1942,94,TV,769,2,2107
1943,43,Digital-Search,1028,10,7778
1944,87,TV,744,0,744
1945,13,OOH,1167,5,2887
1946,72,OOH,1382,0,1382
1947,81,TV,603,2,2103
1948,49,Digital-Social,1479,3,2742
1949,61,Digital-Social,1092,2,2408
1950,37,Digital-Social,506,10,2906
1951,67,OOH,538,0,538
1952,9,In-store,1242,9,4509
1953,91,Digital-Social,179,6,5303
1954,34,Trade-Promo,878,10,8348
1955,31,OOH,814,7,5665
1956,85,Digital-Social,714,3,2061
1957,86,In-store,1103,12,10643
1958,51,Trade-Promo,831,8,5967
1959,38,TV,548,1,992
1960,54,In-store,766,3,3250
1961,55,TV,460,7,3792
1962,85,TV,811,11,6938
1963,91,Digital-Social,1090,12,8890
1964,77,In-store,580,0,580
1965,35,Trade-Promo,540,12,7356
1966,8,Trade-Promo,761,4,4125
1967,41,In-store,901,12,8125
1968,55,In-store,633,0,633
1969,63,OOH,548,5,4553
1970,6,Digital-Search,1016,6,3272
1971,74,Digital-Social,1197,3,3567
1972,15,Trade-Promo,1350,5,2760
1973,78,Trade-Promo,140,11,2021
1974,49,TV,782,5,4362
1975,9,OOH,200,8,3120
1976,47,Trade-Promo,506,2,1902
1977,51,OOH,569,4,1829
1978,48,Digital-Search,946,3,3094
1979,94,Digital-Social,127,0,127
1980,97,Trade-Promo,309,8,4765
1981,63,TV,421,4,2253
1982,4,Digital-Social,1393,12,11641
1983,32,TV,657,11,3693
1984,49,OOH,920,2,1772
1985,11,TV,251,8,7363
1986,91,OOH,950,0,950
1987,96,Trade-Promo,1338,2,1832
1988,95,Trade-Promo,901,3,3211
1989,40,Digital-Search,970,8,2354
1990,39,Digital-Search,1039,3,1795
1991,34,OOH,1280,7,5025
1992,38,In-store,290,3,1988
1993,72,Digital-Search,1089,4,4565
1994,69,Trade-Promo,600,6,1602
1995,64,OOH,906,5,4451
1996,92,TV,1026,3,3249
1997,4,In-store,575,7,4271
1998,62,Trade-Promo,323,10,5003
1999,43,Digital-Social,1390,1,1637
2000,72,Digital-Social,525,7,5824
2001,32,TV,389,6,5075
2002,61,Trade-Promo,1260,12,5916
2003,8,In-store,616,6,3424
2004,95,Digital-Search,408,0,408
2005,89,Trade-Promo,1326,6,2256
2006,35,OOH,528,12,9228
2007,63,Trade-Promo,1123,5,5208
2008,31,Digital-Search,1044,11,8128
2009,66,Trade-Promo,266,1,851
2010,90,TV,869,2,1195
2011,21,Trade-Promo,348,2,1052
2012,57,TV,179,6,4121
2013,22,OOH,1174,7,3225
2014,96,Trade-Promo,956,6,1910
2015,38,TV,991,4,4539
2016,87,Digital-Search,1170,5,5065
2017,48,Trade-Promo,1431,2,2019
2018,38,Trade-Promo,518,12,9854
2019,92,Digital-Search,1163,9,4826
2020,61,In-store,531,5,4966
2021,18,Digital-Social,1173,11,8158
2022,2,Digital-Search,952,2,1558
2023,61,TV,111,4,3583
2024,25,Digital-Social,292,8,5244
2025,43,TV,225,9,5886
2026,77,Digital-Social,236,5,4241
2027,72,Digital-Social,806,10,2446
2028,25,Digital-Search,682,6,5170
2029,94,Digital-Search,852,9,5910
2030,33,Trade-Promo,1208,10,9458
2031,26,TV,1313,2,1823
2032,94,Digital-Social,673,2,1511
2033,73,TV,359,12,8567
2034,76,OOH,884,5,4579
2035,99,Trade-Promo,1338,4,4458
2036,86,In-store,528,2,832
2037,30,Digital-Social,287,12,9635
2038,19,Digital-Social,437,7,1487
2039,42,TV,206,2,1552
2040,57,In-store,1461,7,4849
2041,39,Trade-Promo,340,3,2509
2042,51,In-store,889,11,7874
2043,46,Digital-Search,1169,5,4634
2044,11,Trade-Promo,538,2,2134
2045,36,OOH,392,6,4730
2046,57,In-store,613,10,3343
2047,72,In-store,1435,5,3095
2048,4,Digital-Search,1054,12,11086
2049,45,OOH,968,3,3311
2050,72,Digital-Social,883,5,2548
2051,96,TV,501,7,4134
2052,68,Digital-Social,111,9,4314
2053,43,TV,855,4,3511
2054,2,Trade-Promo,659,0,659
2055,36,OOH,1080,6,2244
2056,90,OOH,618,4,3778
2057,8,Trade-Promo,162,11,7114
2058,78,OOH,1030,7,3319
2059,61,OOH,1426,12,9922
2060,14,TV,856,0,856
2061,92,Digital-Social,462,2,930
2062,54,TV,214,7,5828
2063,91,TV,743,1,1450
2064,36,Digital-Social,1441,9,2944
2065,43,OOH,748,11,4301
2066,76,OOH,850,8,2162
2067,86,In-store,952,10,9302
2068,8,TV,495,12,8451
2069,19,OOH,646,1,972
2070,57,TV,664,9,3841
2071,89,Trade-Promo,938,2,2538
2072,96,TV,737,4,3633
2073,45,TV,799,7,5916
2074,90,TV,1259,7,2939
2075,15,TV,473,11,3091
2076,24,Digital-Search,1310,10,3010
2077,99,Digital-Social,121,3,2530
2078,48,In-store,266,11,4688
2079,40,OOH,1415,3,2270
2080,40,TV,876,11,5749
2081,23,Digital-Search,387,9,4644
2082,53,Digital-Social,485,4,1901
2083,23,Digital-Search,631,11,7231
2084,34,TV,1103,5,4813
2085,47,Digital-Search,1414,8,6294
2086,81,OOH,449,0,449
2087,50,Digital-Social,1201,9,4486
2088,90,In-store,810,10,9290
2089,37,Digital-Social,800,11,8115
2090,71,OOH,650,1,1325
2091,99,Digital-Social,628,3,2512
2092,34,TV,336,8,6928
2093,81,Digital-Social,1073,2,2329
2094,76,Digital-Search,862,9,5686
2095,85,Trade-Promo,169,5,4509
2096,14,OOH,834,0,834
2097,54,In-store,785,5,4850
2098,13,Digital-Social,833,4,2097
2099,60,Trade-Promo,481,12,2545
2100,57,Trade-Promo,1034,9,7685
2101,89,In-store,917,7,3710
2102,33,OOH,864,9,5319
2103,62,OOH,921,4,1685
2104,30,Trade-Promo,320,6,3836
2105,100,Digital-Search,1282,6,5824
2106,4,Digital-Social,1148,2,2062
2107,77,OOH,1173,3,3366
2108,97,Digital-Social,366,10,5276
2109,7,TV,733,12,4261
2110,45,In-store,910,2,2152
2111,1,OOH,402,3,1380
2112,39,Digital-Search,264,2,1046
2113,27,In-store,284,11,4684
2114,20,OOH,1237,12,7633
2115,1,In-store,426,5,1686
2116,61,Trade-Promo,907,11,4944
2117,61,OOH,870,7,6981
2118,32,TV,893,2,1843
2119,98,Digital-Social,918,12,6726
2120,37,OOH,969,9,5946
2121,69,TV,810,7,6655
2122,95,Trade-Promo,155,3,2474
2123,23,Digital-Social,855,5,3345
2124,65,TV,1350,9,6363
2125,10,OOH,571,2,1893
2126,25,TV,532,4,2912
2127,12,Digital-Search,886,10,4226
2128,55,Digital-Social,683,4,2867
2129,87,In-store,171,4,2495
2130,23,Digital-Social,915,10,7705
2131,14,In-store,269,5,4529
2132,94,TV,1443,6,2415
2133,21,Digital-Search,363,9,6384
2134,50,OOH,1031,0,1031
2135,84,OOH,922,6,2152
2136,39,In-store,629,11,9418
2137,15,Trade-Promo,1022,8,5270
2138,100,In-store,786,8,4970
2139,15,Digital-Social,968,8,5304
2140,87,TV,407,0,407
2141,91,Trade-Promo,628,3,2659
2142,79,OOH,1031,6,2225
2143,60,Digital-Search,181,1,832
2144,59,Digital-Search,202,9,7870
2145,48,Digital-Search,971,5,5176
2146,38,TV,1211,4,2543
2147,38,Digital-Search,954,0,954
2148,42,Digital-Search,1402,0,1402
2149,15,Digital-Search,174,8,4614
2150,32,Digital-Social,272,8,2240
2151,17,OOH,396,10,6946
2152,56,Digital-Search,807,7,6792
2153,80,Digital-Social,1172,9,6743
2154,6,TV,768,5,1713
2155,19,Trade-Promo,1406,12,4442
2156,49,Trade-Promo,261,5,4271
2157,96,Digital-Search,965,6,1997
2158,24,OOH,626,11,9624
2159,96,TV,987,1,1333
2160,74,Digital-Search,720,9,6804
2161,70,Digital-Social,200,5,3885
2162,61,Digital-Social,994,4,4414
2163,100,Digital-Social,666,8,7362
2164,6,Trade-Promo,916,2,2604
2165,37,Digital-Search,110,6,2282
2166,3,In-store,1445,2,2307
2167,35,In-store,1326,12,10926
2168,41,TV,553,3,1057
2169,91,Digital-Search,552,1,1328
2170,37,OOH,1347,7,6611
2171,54,OOH,1319,5,4839
2172,50,In-store,1242,0,1242
2173,44,Digital-Search,809,7,2944
2174,60,OOH,1121,3,3206
2175,90,Digital-Social,1478,6,3944
2176,52,TV,1453,9,3523
2177,81,In-store,1249,5,2424
2178,27,OOH,1184,5,3489
2179,38,Digital-Search,1024,10,7304
2180,4,Digital-Social,1379,9,4259
2181,80,Digital-Search,1256,6,4706
2182,98,TV,681,8,5897
2183,31,In-store,1200,2,2274
2184,78,TV,298,6,2536
2185,28,TV,1268,4,2596
2186,21,OOH,921,8,5465
2187,46,Digital-Social,956,9,4871
2188,41,Digital-Search,1390,1,2220
2189,88,OOH,1402,5,4722
2190,69,Trade-Promo,903,3,2592
2191,64,In-store,686,7,2856
2192,23,In-store,690,0,690
2193,43,In-store,1443,2,3141
2194,13,In-store,1288,10,7068
2195,54,In-store,486,10,2276
2196,80,Digital-Social,383,9,7439
2197,65,TV,1327,9,9418
2198,53,TV,765,9,4410
2199,22,Trade-Promo,1381,7,7331
2200,12,Digital-Search,146,11,8561
2201,84,In-store,1230,8,4006
2202,21,In-store,855,11,5200
2203,23,In-store,509,5,1934
2204,38,TV,163,3,2386
2205,60,In-store,601,10,8271
2206,57,Digital-Social,462,7,5096
2207,83,TV,1337,5,2902
2208,32,In-store,243,0,243
2209,88,OOH,932,8,5980
2210,50,TV,954,4,4486
2211,69,TV,1343,10,8303
2212,92,TV,998,7,7249
2213,8,Digital-Search,915,11,3005
2214,47,In-store,1147,10,9297
2215,57,In-store,354,1,653
2216,34,Trade-Promo,328,11,3881
2217,47,In-store,1444,5,2919
2218,32,In-store,530,4,1526
2219,43,OOH,251,7,6383
2220,63,Digital-Social,632,5,2892
2221,89,In-store,777,12,8109
2222,90,Digital-Search,1263,4,4295
2223,5,Digital-Social,403,8,3963
2224,4,Digital-Social,859,9,5548
2225,92,Digital-Search,728,11,4160
2226,73,OOH,724,7,6884
2227,57,OOH,703,2,2425
2228,17,Digital-Social,1344,4,3516
2229,33,OOH,566,0,566
2230,75,Digital-Search,403,9,1861
2231,34,Digital-Search,1141,11,8610
2232,52,In-store,1366,2,2370
2233,83,Digital-Social,1302,8,5070
2234,67,Digital-Search,874,7,6565
2235,22,Trade-Promo,1087,2,2377
2236,49,TV,1469,1,1969
2237,29,Digital-Search,522,3,1431
2238,36,Trade-Promo,344,10,3854
2239,46,In-store,1040,9,8267
2240,2,OOH,1173,3,2244
2241,47,OOH,167,6,4913
2242,13,Digital-Search,1139,1,1566
2243,71,Trade-Promo,1201,1,1408
2244,58,Trade-Promo,1170,3,2370
2245,33,OOH,474,11,9450
2246,32,Digital-Social,1034,2,1416
2247,78,Digital-Search,1230,4,2202
2248,96,Digital-Social,230,2,1600
2249,39,TV,525,3,1722
2250,75,Trade-Promo,1077,7,2827
2251,69,TV,753,12,10341
2252,10,Digital-Social,1079,1,1681
2253,11,In-store,504,1,1209
2254,76,Digital-Social,1325,7,4524
2255,73,TV,1291,6,2875
2256,93,In-store,1416,3,3675
2257,82,Trade-Promo,1034,0,1034
2258,97,In-store,1331,4,3947
2259,81,Digital-Social,773,8,5925
2260,66,Digital-Search,1421,4,3101
2261,69,Digital-Social,798,4,4174
2262,72,Trade-Promo,732,10,6732
2263,15,Digital-Social,1098,0,1098
2264,66,In-store,1115,2,1781
2265,9,In-store,1478,4,2462
2266,57,Digital-Search,1406,10,8416
2267,24,Digital-Social,322,12,4966
2268,28,Digital-Search,1127,4,3035
2269,99,Trade-Promo,1066,1,1917
2270,39,Trade-Promo,530,9,8072
2271,20,Digital-Search,420,3,2085
2272,22,Digital-Social,1349,10,4449
2273,42,Trade-Promo,1070,10,8660
2274,54,OOH,651,3,1908
2275,61,Digital-Search,859,2,1785
2276,43,OOH,824,11,6016
2277,58,Digital-Search,971,9,5939
2278,98,In-store,111,12,6867
2279,8,In-store,824,10,3754
2280,59,Digital-Search,139,11,4066
2281,27,OOH,624,4,2752
2282,4,Digital-Search,975,12,7467
2283,42,Trade-Promo,1246,11,5140
2284,28,Trade-Promo,1130,7,4140
2285,14,TV,597,2,1563
2286,93,In-store,1314,7,2693
2287,100,OOH,898,11,10501
2288,63,Digital-Social,673,9,7423
2289,49,TV,307,0,307
2290,44,Digital-Search,1201,5,4191
2291,37,TV,1066,2,1516
2292,42,OOH,947,2,1555
2293,76,Digital-Search,1275,3,3450
2294,12,In-store,602,5,4282
2295,70,OOH,633,8,6177
2296,38,OOH,144,2,582
2297,90,OOH,742,5,3772
2298,96,Digital-Social,477,5,3622
2299,30,In-store,841,5,2606
2300,87,OOH,630,4,3702
2301,96,TV,387,1,1194
2302,53,In-store,911,12,8687
2303,7,Trade-Promo,223,8,4479
2304,3,Trade-Promo,995,0,995
2305,42,Trade-Promo,1107,4,4059
2306,43,OOH,237,11,2734
2307,73,TV,1243,12,4423
2308,69,Digital-Social,1151,1,1888
2309,60,Trade-Promo,1431,3,2103
2310,99,OOH,982,4,3486
2311,58,OOH,411,10,5291
2312,10,Digital-Social,1426,9,5899
2313,59,Trade-Promo,985,0,985
2314,74,Digital-Search,113,9,5054
2315,3,TV,561,5,3496
2316,20,Digital-Search,556,9,8116
2317,99,Digital-Search,1190,7,6923
2318,86,Digital-Social,1276,5,5686
2319,74,Digital-Social,486,12,4098
2320,27,Digital-Search,471,1,647
2321,69,Trade-Promo,180,12,3540
2322,70,Digital-Search,241,5,2601
2323,30,OOH,527,3,1907
2324,21,In-store,655,3,1771
2325,99,Digital-Search,155,2,1355
2326,16,In-store,152,7,2693
2327,49,TV,1015,7,4921
2328,26,Digital-Social,879,9,3372
2329,12,Digital-Social,1137,9,9156
2330,67,TV,433,12,4801
2331,16,In-store,1338,5,3708
2332,54,Digital-Social,530,1,1199
2333,47,In-store,622,8,2734
2334,59,TV,114,6,3594
2335,52,TV,826,5,3161
2336,9,In-store,1435,4,2971
2337,90,TV,1432,10,6922
2338,61,TV,662,11,9594
2339,42,TV,388,3,1381
2340,73,TV,362,8,2834
2341,18,OOH,1062,12,3330
2342,8,Trade-Promo,529,11,9615
2343,38,Digital-Search,1364,6,3230
2344,54,Digital-Social,457,8,2897
2345,95,OOH,471,5,1781
2346,21,TV,1118,3,2507
2347,52,OOH,864,4,4008
2348,42,TV,152,5,1047
2349,61,TV,395,6,1577
2350,70,In-store,1325,11,8882
2351,22,Digital-Social,305,0,305
2352,29,TV,959,1,1224
2353,61,In-store,950,8,5750
2354,18,Trade-Promo,1404,0,1404
2355,61,In-store,626,2,1586
2356,85,Trade-Promo,848,9,8354
2357,92,TV,1078,7,6216
2358,26,Digital-Social,549,8,2805
2359,19,Digital-Social,1450,1,1697
2360,92,In-store,678,9,2991
2361,32,Digital-Social,613,2,2407
2362,85,Digital-Search,773,11,7626
2363,86,Trade-Promo,1164,8,7092
2364,35,Digital-Social,771,6,3969
2365,85,Digital-Social,1286,11,3321
2366,96,In-store,1394,0,1394
2367,24,TV,392,10,2232
2368,31,Digital-Social,912,5,1717
2369,74,In-store,1090,5,2800
2370,81,Trade-Promo,930,7,3513
2371,59,Trade-Promo,638,8,5438
2372,16,OOH,672,10,7432
2373,44,Digital-Search,481,4,2477
2374,63,Trade-Promo,1034,10,3514
2375,86,Digital-Search,1163,4,2019
2376,47,In-store,1415,0,1415
2377,17,TV,565,7,2406
2378,16,Trade-Promo,705,2,1715
2379,40,In-store,993,8,2865
2380,65,Digital-Social,914,8,3706
2381,19,OOH,554,12,2558
2382,26,OOH,824,8,6944
2383,100,Digital-Social,1252,8,6748
2384,7,Trade-Promo,842,8,3922
2385,89,Trade-Promo,441,5,2001
2386,13,OOH,439,10,8429
2387,80,Digital-Social,411,8,6603
2388,55,Digital-Social,670,0,670
2389,38,In-store,1168,6,4990
2390,60,Digital-Search,378,11,5405
2391,1,TV,614,11,8523
2392,86,Digital-Search,527,11,9074
2393,77,TV,221,12,7061
2394,18,Digital-Social,1084,2,1880
2395,51,Digital-Social,1423,6,4723
2396,76,Digital-Social,609,5,1719
2397,29,Digital-Search,387,6,2043
2398,93,OOH,1299,10,4349
2399,27,In-store,391,10,4711
2400,98,Digital-Search,122,10,2822
2401,67,Digital-Search,1173,1,1966
2402,77,In-store,575,10,6555
2403,39,TV,1208,11,9722
2404,59,Digital-Social,244,12,10888
2405,44,Digital-Search,183,6,2649
2406,15,OOH,1055,6,5549
2407,22,OOH,1097,12,6473
2408,29,Trade-Promo,311,1,1210
2409,78,Trade-Promo,842,3,3332
2410,64,OOH,985,6,2233
2411,82,TV,673,11,10573
2412,36,Digital-Search,1411,8,5299
2413,54,OOH,614,5,1789
2414,2,TV,1094,3,3341
